place_name,region,source,review_count,rating,cuisine,eating_type,price,range,comment,second_comment,location.1,rating_google,location,formatted_region
Warung D'Bucu,Pemuteran,https://www.tripadvisor.com/Restaurant_Review-g608493-d12593944-Reviews-Warung_D_Bucu-Pemuteran_Gerokgak_Buleleng_Regency_Bali.html#REVIEWS,415,Average,"Seafood, International",Cheap Eats,Cheap,41.0 mi,Don’t miss this warung,Great food; new friends!,"{'lat': -8.1446744, 'lng': 114.6514815}",4.8,"Pemuteran, Gerokgak, Buleleng Regency, Bali 81155, Indonesia","Gerokgak, Buleleng"
Shinta Warung,Kuta,https://www.tripadvisor.com/Restaurant_Review-g297697-d13229862-Reviews-Shinta_Warung-Kuta_Kuta_District_Bali.html#REVIEWS,328,Average,"International, Asian",Cheap Eats,Cheap,22.5 mi,What a gem,dinner off the beaten track,"{'lat': -8.7300507, 'lng': 115.1691024}",4.7,"Jl. Kartika Plaza Gg. Puspa Ayu, Kuta, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia","Kuta, Badung"
The PaD bar & grill on Legian St,Kuta,https://www.tripadvisor.com/Restaurant_Review-g297697-d7896337-Reviews-The_PaD_bar_grill_on_Legian_St-Kuta_Kuta_District_Bali.html#REVIEWS,1311,High,"International, Asian",Cheap Eats,Cheap,21.2 mi,Great place to eat 👍,Lovely bar and great food.,"{'lat': -8.712424, 'lng': 115.172916}",4.5,"Jln Legian No.162, Kuta, Badung Regency, Bali 80361, Indonesia","Kuta, Badung"
Sizzlewraps Cantina - Canggu,Canggu,https://www.tripadvisor.com/Restaurant_Review-g311298-d12925468-Reviews-Sizzlewraps_Cantina_Canggu-Canggu_North_Kuta_Bali.html#REVIEWS,246,Average,"Mexican, Southwestern",Cheap Eats,Cheap,17.1 mi,Support the Locals!,Good wraps! Would recommend...,"{'lat': -8.6462328, 'lng': 115.1337881}",4.5,"Jl. Canggu Padang Linjong No.74a, Canggu, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Indonesia","Kuta Utara, Badung"
Suka Espresso,Ubud,https://www.tripadvisor.com/Restaurant_Review-g297701-d17412220-Reviews-Suka_Espresso-Ubud_Gianyar_Regency_Bali.html#REVIEWS,464,Average,"Cafe, Healthy",Cheap Eats,Cheap,9.4 mi,"10/10 - The best food, coffee and vibes!","Great time, thanks to Aris!","{'lat': -8.5211122, 'lng': 115.2632758}",4.6,"Jl. Raya Pengosekan Ubud No.108, Ubud, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia","Ubud, Gianyar"
BB52 Burgers Canggu,Canggu,https://www.tripadvisor.com/Restaurant_Review-g311298-d15089298-Reviews-BB52_Burgers_Canggu-Canggu_North_Kuta_Bali.html#REVIEWS,268,Average,"American, Australian",Cheap Eats,Cheap,17.5 mi,The OG burger,I love coming here almost because it is...,"{'lat': -8.6523343, 'lng': 115.1308488}",4.3,"Jl. Tanah Barak No.52, Canggu, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Indonesia","Kuta Utara, Badung"
Monkey Cave Espresso Ubud,Ubud,https://www.tripadvisor.com/Restaurant_Review-g297701-d11679889-Reviews-Monkey_Cave_Espresso_Ubud-Ubud_Gianyar_Regency_Bali.html#REVIEWS,228,Average,"Coffee & Tea, Cafe",Cheap Eats,Cheap,9.2 mi,Fabulous flat white!,Great coffee!!!,"{'lat': -8.5183735, 'lng': 115.2624905}",4.8,"Jl. Monkey Forest, Ubud, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia","Ubud, Gianyar"
Suka Espresso,Pecatu,https://www.tripadvisor.com/Restaurant_Review-g1380108-d11998448-Reviews-Suka_Espresso-Pecatu_Bukit_Peninsula_Bali.html#REVIEWS,1180,High,"Cafe, European",Cheap Eats,Cheap,29.1 mi,"Great food, Great service",Yummy breakfast and coffee spot,"{'lat': -8.5211122, 'lng': 115.2632758}",4.6,"Jl. Raya Pengosekan Ubud No.108, Ubud, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia","Ubud, Gianyar"
Warung Napoli,Legian,https://www.tripadvisor.com/Restaurant_Review-g608487-d14960449-Reviews-Warung_Napoli-Legian_Kuta_District_Bali.html#REVIEWS,388,Average,"Italian, Pizza",Cheap Eats,Cheap,20.4 mi,Awsome pizza and pasta,Amazing italian food in bali,"{'lat': -8.7001837, 'lng': 115.1777499}",4.3,"Jl. Dewi Sri, Legian, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia","Kuta, Badung"
Black Rose Resto,Pecatu,https://www.tripadvisor.com/Restaurant_Review-g1380108-d8055232-Reviews-Black_Rose_Resto-Pecatu_Bukit_Peninsula_Bali.html#REVIEWS,484,Average,"Vietnamese, Asian",Cheap Eats,Cheap,29.6 mi,"It’s all about the flavour, and the food...","Delicious, fresh food","{'lat': -8.8305282, 'lng': 115.1330337}",4.5,"Jl. Raya Uluwatu Pecatu, Pecatu, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia","Kuta Selatan, Badung"
Wyn’s Cafe Penida,Klungkung,https://www.tripadvisor.com/Restaurant_Review-g1953908-d23223218-Reviews-Wyn_s_Cafe_Penida-Klungkung_Bali.html#REVIEWS,119,Low,"Italian, Mexican",Cheap Eats,Cheap,28.2 mi,Delicious food :),Dinner,"{'lat': -8.6791323, 'lng': 115.4898481}",4.7,"Jl. Raya Toya Pakeh - Ped, Ped, Kec. Nusa Penida, Kabupaten Klungkung, Bali 80771, Indonesia","Nusa Penida, Klungkung"
Labak Sari Restaurant,Ubud,https://www.tripadvisor.com/Restaurant_Review-g297701-d8610774-Reviews-Labak_Sari_Restaurant-Ubud_Gianyar_Regency_Bali.html#REVIEWS,413,Average,"International, Asian",Cheap Eats,Cheap,7.0 mi,Delicious! Eat here!!!,Excellent dinner in the rice fields,"{'lat': -8.4683069, 'lng': 115.2698459}",4.7,"Jl. Tirta Tawar, Br. Abangan, 80571, Ubud 80571, Ubud, Tegallalang, Gianyar Regency, Bali 80571, Indonesia","Tegallalang, Gianyar"
Warung D'Atas,Ubud,https://www.tripadvisor.com/Restaurant_Review-g297701-d8442772-Reviews-Warung_D_Atas-Ubud_Gianyar_Regency_Bali.html#REVIEWS,1356,High,"Barbecue, Asian",Cheap Eats,Cheap,9.2 mi,Best ribs in Bali!,Great ribs!,"{'lat': -8.509216799999999, 'lng': 115.2746239}",4.6,"Jl. Gn. Sari No.777, Peliatan, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia","Ubud, Gianyar"
He'enalu Cafe & Resto,Pecatu,https://www.tripadvisor.com/Restaurant_Review-g1380108-d12377612-Reviews-He_enalu_Cafe_Resto-Pecatu_Bukit_Peninsula_Bali.html#REVIEWS,475,Average,International,Cheap Eats,Cheap,29.5 mi,"A must try, Hawaiian Hamburger Rice","The service was excellent, the food was...","{'lat': -8.8287936, 'lng': 115.1375699}",4.5,"Jl. Raya Uluwatu Pecatu No.70X, Pecatu, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia","Kuta Selatan, Badung"
Warung Setia,Pemuteran,https://www.tripadvisor.com/Restaurant_Review-g608493-d12593756-Reviews-Warung_Setia-Pemuteran_Gerokgak_Buleleng_Regency_Bali.html#REVIEWS,321,Average,"Asian, Healthy",Cheap Eats,Cheap,40.9 mi,Wow....don't miss out!!!,"5-STAR FOOD, EXCRUCIATING WAIT, TRAFFIC...","{'lat': -8.1454126, 'lng': 114.6532414}",4.7,"Jl. Seririt-Gilimanuk, Pemuteran, Kec. Gerokgak, Kabupaten Buleleng, Bali 81155, Indonesia","Gerokgak, Buleleng"
Warung Dapur Kapulaga,Sidemen,https://www.tripadvisor.com/Restaurant_Review-g608495-d9710010-Reviews-Warung_Dapur_Kapulaga-Sidemen_Karangasem_Bali.html#REVIEWS,245,Average,"International, Indonesian",Cheap Eats,Cheap,17.9 mi,Best dinner in Bali! Must Visit!,"Warung Kapulaga, Sideman, Bali","{'lat': -8.4735759, 'lng': 115.4414574}",4.8,"Jl. Raya Tebola, Banjar Tabola, Kec. Sidemen, Kabupaten Karangasem, Bali 80864, Indonesia","Sidemen, Karangasem"
Warung Sanur Segar,Sanur,https://www.tripadvisor.com/Restaurant_Review-g297700-d7099481-Reviews-Warung_Sanur_Segar-Sanur_Denpasar_Bali.html#REVIEWS,744,Average,"Fusion, Mexican",Cheap Eats,Cheap,19.9 mi,Quality Lunch,A great lunch spot,"{'lat': -8.6851141, 'lng': 115.2602315}",4.8,"8776+X35, Jl. Pasar, Sindu, Sanur, Denpasar Selatan, Kota Denpasar, Bali 80228, Indonesia","Denpasar Selatan, Denpasar"
Warung Titi,Ubud,https://www.tripadvisor.com/Restaurant_Review-g297701-d12571323-Reviews-Warung_Titi-Ubud_Gianyar_Regency_Bali.html#REVIEWS,507,Average,"Asian, Healthy",Cheap Eats,Cheap,8.5 mi,Great seating,Hidden gem.,"{'lat': -8.5005547, 'lng': 115.2696162}",4.7,"Indonesia, Bali, Gianyar Regency, Ubud, Petulu, Jl. Tirta Tawar No.7171 Ubud","Ubud, Gianyar"
di Lipah Warung,Amed,https://www.tripadvisor.com/Restaurant_Review-g608478-d12495649-Reviews-Di_Lipah_Warung-Amed_Abang_Karangasem_Bali.html#REVIEWS,375,Average,"Seafood, Asian",Cheap Eats,Cheap,34.0 mi,Very testy,So so good,"{'lat': -8.3472633, 'lng': 115.6794291}",4.6,"MM3H+3QV, Amed St, Bunutan, Abang, Karangasem Regency, Bali 80852, Indonesia","Abang, Karangasem"
Ithaka Warung Ubud,Ubud,https://www.tripadvisor.com/Restaurant_Review-g297701-d12539051-Reviews-Ithaka_Warung_Ubud-Ubud_Gianyar_Regency_Bali.html#REVIEWS,260,Average,"Asian, Indonesian",Cheap Eats,Cheap,7.7 mi,Very good experience,Nice place,"{'lat': -8.4831297, 'lng': 115.2704269}",4.6,"Jl. Tirta Tawar No.158, Ubud, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia","Ubud, Gianyar"
Warung Kadek Merry Pemuteran,Pemuteran,https://www.tripadvisor.com/Restaurant_Review-g608493-d10525669-Reviews-Warung_Kadek_Merry_Pemuteran-Pemuteran_Gerokgak_Buleleng_Regency_Bali.html#REVIEWS,423,Average,"Seafood, Asian",Cheap Eats,Cheap,41.1 mi,Delicious food & amazing owners and staff!,The pepes ikan are a must try.,"{'lat': -8.1438588, 'lng': 114.649832}",4.8,"Gang Rhipidura Jl. Seririt-Gilimanuk, Pemuteran, Kec. Gerokgak, Kabupaten Buleleng, Bali 81155, Indonesia","Gerokgak, Buleleng"
Warung Makan SMS,Sanur,https://www.tripadvisor.com/Restaurant_Review-g297700-d6720429-Reviews-Warung_Makan_SMS-Sanur_Denpasar_Bali.html#REVIEWS,279,Average,"Asian, Indonesian",Cheap Eats,Cheap,20.8 mi,Fantastic,Delicious Indonesian Food!!,"{'lat': -8.698312, 'lng': 115.2568381}",4.8,"Jl. Betngandang I No.25, Sanur, Denpasar Selatan, Kota Denpasar, Bali 80228, Indonesia","Denpasar Selatan, Denpasar"
Sweet Orange Warung,Ubud,https://www.tripadvisor.com/Restaurant_Review-g297701-d9862371-Reviews-Sweet_Orange_Warung-Ubud_Gianyar_Regency_Bali.html#REVIEWS,1030,High,"Asian, Healthy",Cheap Eats,Cheap,8.1 mi,Good chance to eat good Indonesian food,Great place to chill out,"{'lat': -8.5005945, 'lng': 115.2600955}",4.7,"Jl. Kajeng, Ubud, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia","Ubud, Gianyar"
Dhipa Warung & Shop,Nusa Lembongan,https://www.tripadvisor.com/Restaurant_Review-g1137831-d12698586-Reviews-Dhipa_Warung_Shop-Nusa_Lembongan_Bali.html#REVIEWS,393,Average,"American, Seafood",Cheap Eats,Cheap,25.8 mi,#1 place for a traditional Indonesian...,Food is really cheap fresh and absolutely...,"{'lat': -8.6887489, 'lng': 115.4346662}",4.8,"8C6M+FVF, Jl. Dream Beach, Jungutbutu, Nusapenida, Jungutbatu, Kec. Nusa Penida, Kabupaten Klungkung, Bali 80771, Indonesia","Nusa Penida, Klungkung"
Acai Queen,Ubud,https://www.tripadvisor.com/Restaurant_Review-g297701-d12685374-Reviews-Acai_Queen-Ubud_Gianyar_Regency_Bali.html#REVIEWS,447,Average,"Dessert, Cafe",Cheap Eats,Cheap,8.7 mi,"Amazing staff, amazing food what more do...",Best açai bowls!,"{'lat': -8.508263699999999, 'lng': 115.2642659}",4.7,"Jl. Gootama No.02, Ubud, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia","Ubud, Gianyar"
The Luhron,Seminyak,https://www.tripadvisor.com/Restaurant_Review-g469404-d8858591-Reviews-The_Luhron-Seminyak_Kuta_District_Bali.html#REVIEWS,685,Average,"Asian, Indonesian",Cheap Eats,Cheap,18.8 mi,A little gem.,"Great food, fantastic service...","{'lat': -8.6754848, 'lng': 115.1533126}",4.7,"Jl. Cendrawasih No.17, Kerobokan Kelod, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Indonesia","Kuta Utara, Badung"
Warung Pondok Madu,Ubud,https://www.tripadvisor.com/Restaurant_Review-g297701-d12391014-Reviews-Warung_Pondok_Madu-Ubud_Gianyar_Regency_Bali.html#REVIEWS,2000,High,Barbecue,Cheap Eats,Cheap,9.3 mi,Best ribs of our lives,Lovely Nasi Campur,"{'lat': -8.5165163, 'lng': 115.2660894}",4.6,"Jalan Jatayu Tebesaya, Peliatan, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia","Ubud, Gianyar"
Booster Coffee Bali,Sanur,https://www.tripadvisor.com/Restaurant_Review-g297700-d13004656-Reviews-Booster_Coffee_Bali-Sanur_Denpasar_Bali.html#REVIEWS,209,Average,"Coffee & Tea, Cafe",Cheap Eats,Cheap,19.2 mi,Great Coffee!,Best soya ice coffee,"{'lat': -8.68616, 'lng': 115.2161446}",4.5,"Jl. Raya Sesetan No.23a, Sesetan, Denpasar Selatan, Kota Denpasar, Bali 80225, Indonesia","Denpasar Selatan, Denpasar"
The Pad on Bene,Legian,https://www.tripadvisor.com/Restaurant_Review-g608487-d12058215-Reviews-The_Pad_on_Bene-Legian_Kuta_District_Bali.html#REVIEWS,611,Average,"Bar, Australian",Cheap Eats,Cheap,21.1 mi,Food and staff wonderful,Sensational Restaurant  great food and...,"{'lat': -8.711049, 'lng': 115.1710973}",4.6,"Jl. Lb. Bene No.168, Legian, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia","Kuta, Badung"
Warung Bule & Susy,Nusa Dua,https://www.tripadvisor.com/Restaurant_Review-g297698-d3802947-Reviews-Warung_Bule_Susy-Nusa_Dua_Nusa_Dua_Peninsula_Bali.html#REVIEWS,559,Average,"Seafood, Asian",Cheap Eats,Cheap,27.8 mi,A must visit local warung,Great place as usual,"{'lat': -8.8058607, 'lng': 115.2234292}",4.6,"Jl. Terompong Jl. Raya Nusa Dua Selatan No.4, Benoa, Denpasar Selatan, Kabupaten Badung, Bali 80363, Indonesia","Denpasar Selatan, Denpasar"
Warung d'Carik,Ubud,https://www.tripadvisor.com/Restaurant_Review-g297701-d8373457-Reviews-Warung_d_Carik-Ubud_Gianyar_Regency_Bali.html#REVIEWS,222,Average,"Asian, Indonesian",Cheap Eats,Cheap,7.4 mi,Local food with local prices,Peaceful spot for lunch,"{'lat': -8.6617918, 'lng': 115.1721641}",4.6,"Jl. Raya Kedampang, Kerobokan Kelod, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Indonesia","Kuta Utara, Badung"
Gangga Coffee Ubud & Roastery,Ubud,https://www.tripadvisor.com/Restaurant_Review-g297701-d12351636-Reviews-Gangga_Coffee_Ubud_Roastery-Ubud_Gianyar_Regency_Bali.html#REVIEWS,380,Average,"Coffee & Tea, American",Cheap Eats,Cheap,8.8 mi,Must go,Best Coffee in Ubud and Great Breakfast...,"{'lat': -8.5033972, 'lng': 115.2723204}",4.6,"Jl. Raya Andong No.11, Peliatan, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia","Ubud, Gianyar"
Bali Soul Warung,Ubud,https://www.tripadvisor.com/Restaurant_Review-g297701-d13216655-Reviews-Bali_Soul_Warung-Ubud_Gianyar_Regency_Bali.html#REVIEWS,132,Low,"Asian, Indonesian",Cheap Eats,Cheap,9.4 mi,Fresh Cooked Food in a Copyright Warung,Delicious Bubur Ayam,"{'lat': -8.525365899999999, 'lng': 115.2559811}",4.7,"Jl. Nyuh Bulan Jl. Raya Nyuh Kuning No.18, MAS, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia","Ubud, Gianyar"
Warung Amsha,Amed,https://www.tripadvisor.com/Restaurant_Review-g608478-d9883907-Reviews-Warung_Amsha-Amed_Abang_Karangasem_Bali.html#REVIEWS,225,Average,"European, Asian",Cheap Eats,Cheap,31.6 mi,Fresh fish and nice stuff,"Fresh, high quality, tasty, good value","{'lat': -8.3345976, 'lng': 115.6459877}",4.7,"MJ8W+595, Purwakerti, Abang, Karangasem Regency, Bali 80852, Indonesia","Abang, Karangasem"
Amed Sea View Warung,Amed,https://www.tripadvisor.com/Restaurant_Review-g608478-d8812361-Reviews-Amed_Sea_View_Warung-Amed_Abang_Karangasem_Bali.html#REVIEWS,307,Average,"Seafood, Asian",Cheap Eats,Cheap,32.4 mi,Fresh seafood at good prices,A must visit!,"{'lat': -8.336829, 'lng': 115.658512}",4.6,"MM75+7C6, Jl. Raya Amed, Jemeluk Beach, Purwakerti, Kec. Abang, Kabupaten Karangasem, Bali 80852, Indonesia","Abang, Karangasem"
Beach Bowl Bali,Kuta,https://www.tripadvisor.com/Restaurant_Review-g297697-d11913642-Reviews-Beach_Bowl_Bali-Kuta_Kuta_District_Bali.html#REVIEWS,1103,High,"Dessert, Cafe",Cheap Eats,Cheap,21.3 mi,Great Place,Great (and bali belly safe) food,"{'lat': -8.7127331, 'lng': 115.1694974}",4.7,"Jl. Benesari, Pantai, Kuta, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia","Kuta, Badung"
Secret Cafe,Nusa Dua,https://www.tripadvisor.com/Restaurant_Review-g297698-d7084197-Reviews-Secret_Cafe-Nusa_Dua_Nusa_Dua_Peninsula_Bali.html#REVIEWS,436,Average,"Coffee & Tea, Cafe",Cheap Eats,Cheap,27.7 mi,The only Real Coffee Shop in Nusa Dua,Great coffee option,"{'lat': (None) , 'lng': (None)}",,"Jl. Siligita, Benoa, Kec. Kuta Sel., Kabupaten Badung, Bali 80361","Kuta Selatan, Badung"
Brunch Club Bali,Legian,https://www.tripadvisor.com/Restaurant_Review-g608487-d17637402-Reviews-Brunch_Club_Bali-Legian_Kuta_District_Bali.html#REVIEWS,312,Average,"American, British",Cheap Eats,Cheap,20.5 mi,Good food and value for money,Delicious,"{'lat': -8.7011186, 'lng': 115.1697391}",4.7,"Jln Legian No.457, Legian, Kuta, Badung Regency, Bali 80361, Indonesia","Kuta, Badung"
Putu's Wild Ginger,Ubud,https://www.tripadvisor.com/Restaurant_Review-g297701-d1818603-Reviews-Putu_s_Wild_Ginger-Ubud_Gianyar_Regency_Bali.html#REVIEWS,895,Average,"Asian, Healthy",Cheap Eats,Cheap,8.9 mi,Peaceful and delicious!,Amazing place with good food for a good...,"{'lat': -8.5080666, 'lng': 115.2692785}",4.8,"Jl. Jro Gedung No : 60, Kutuh Kelod, Petulu, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia","Ubud, Gianyar"
Alam Sambangan,Singaraja,https://www.tripadvisor.com/Restaurant_Review-g297699-d10692513-Reviews-Alam_Sambangan-Singaraja_Buleleng_District_Buleleng_Regency_Bali.html#REVIEWS,308,Average,"Bar, Asian",Cheap Eats,Cheap,17.3 mi,Lunch break with amazing views,Great experience,"{'lat': -8.1692994, 'lng': 115.1041779}",4,"R4J3+7MM, Jl. Raya Desa Sambangan, Sambangan, Kec. Sukasada, Kabupaten Buleleng, Bali 81161, Indonesia","Sukasada, Buleleng"
Warung Bintang,Candidasa,https://www.tripadvisor.com/Restaurant_Review-g312684-d12351416-Reviews-Warung_Bintang-Candidasa_Karangasem_Bali.html#REVIEWS,385,Average,"Seafood, Asian",Cheap Eats,Cheap,26.4 mi,Great food.great staff.overlooking rice...,Very good Warung,"{'lat': -8.5061076, 'lng': 115.562201}",4.6,"Nyuh Tebel, Manggis, Karangasem Regency, Bali 80811, Indonesia","Manggis, Karangasem"
Tukies Coconut Shop,Ubud,https://www.tripadvisor.com/Restaurant_Review-g297701-d6848815-Reviews-Tukies_Coconut_Shop-Ubud_Gianyar_Regency_Bali.html#REVIEWS,547,Average,"Dessert, Cafe",Cheap Eats,Cheap,8.7 mi,A must visi to taste all of the coconuts...,"If you like coconut, you must try it","{'lat': -8.5110193, 'lng': 115.2610056}",4.7,"Jl. Monkey Forest No.15, Ubud, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia","Ubud, Gianyar"
The Koop Roaster & Cafe,Seminyak,https://www.tripadvisor.com/Restaurant_Review-g469404-d8803942-Reviews-The_Koop_Roaster_Cafe-Seminyak_Kuta_District_Bali.html#REVIEWS,564,Average,"Coffee & Tea, Indonesian",Cheap Eats,Cheap,19.7 mi,"Good, strong coffee",Excellent food and coffee.,"{'lat': -8.6895887, 'lng': 115.1653722}",4.6,"Jl. Drupadi No.66, Seminyak, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia","Kuta, Badung"
Warung Padang Kecag,Karangasem,https://www.tripadvisor.com/Restaurant_Review-g608484-d4467419-Reviews-Warung_Padang_Kecag-Karangasem_Bali.html#REVIEWS,492,Average,"Seafood, European",Cheap Eats,Cheap,25.7 mi,Great Warung,You must eat here!!!,"{'lat': -8.503515499999999, 'lng': 115.5511745}",4.5,"FHW2+HFV, Jl. Mendira, Sengkidu, Kec. Manggis, Kabupaten Karangasem, Bali 80871, Indonesia","Manggis, Karangasem"
Warung J Pudak,Nusa Penida,https://www.tripadvisor.com/Restaurant_Review-g2538506-d14071608-Reviews-Warung_J_Pudak-Nusa_Penida_Bali.html#REVIEWS,267,Average,"American, European",Cheap Eats,Cheap,31.7 mi,very warm welcome,Late dinner 🍲 from the heart ❤️,"{'lat': -8.6738114, 'lng': 115.5644231}",4.6,"8HG7+FQG, Jl. Raya Pasir Putih, Batununggul, Kec. Nusa Penida, Kabupaten Klungkung, Bali 80771, Indonesia","Nusa Penida, Klungkung"
Kopi Kiosk Coffee Hut,Sanur,https://www.tripadvisor.com/Restaurant_Review-g297700-d5892103-Reviews-Kopi_Kiosk_Coffee_Hut-Sanur_Denpasar_Bali.html#REVIEWS,497,Average,Coffee & Tea,Cheap Eats,Cheap,20.6 mi,Nice Coffee - Great location.,Great Coffee and Friendly Staff,"{'lat': -8.6946814, 'lng': 115.2636493}",4.6,"Jl. Danau Tamblingan, Sanur, Denpasar Selatan, Kota Denpasar, Bali, Indonesia","Denpasar Selatan, Denpasar"
The Fair Warung Bale,Ubud,https://www.tripadvisor.com/Restaurant_Review-g297701-d3207059-Reviews-The_Fair_Warung_Bale-Ubud_Gianyar_Regency_Bali.html#REVIEWS,5599,High,"Asian, Fusion",Cheap Eats,Cheap,8.7 mi,Fair es el mejor en Ubud,Please don’t tell 😜,"{'lat': -8.507425999999999, 'lng': 115.2651821}",4.7,"Jl. Sri Wedari No.6, Taman Kaja, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia","Ubud, Gianyar"
Warung Garasi,Ubud,https://www.tripadvisor.com/Restaurant_Review-g297701-d4025458-Reviews-Warung_Garasi-Ubud_Gianyar_Regency_Bali.html#REVIEWS,829,Average,"Asian, Indonesian",Cheap Eats,Cheap,9.0 mi,Cool cheap little restaurant,Exceptional service and nice local food...,"{'lat': -8.5143799, 'lng': 115.260198}",4.7,"Jalan Wenara Wana No.15, Ubud, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia","Ubud, Gianyar"
Ubud Gluten Free Kitchen - Cafe & Restaurant,Ubud,https://www.tripadvisor.com/Restaurant_Review-g297701-d13306450-Reviews-Ubud_Gluten_Free_Kitchen_Cafe_Restaurant-Ubud_Gianyar_Regency_Bali.html#REVIEWS,587,Average,"International, Cafe",Cheap Eats,Cheap,8.8 mi,What a hidden little gem,So good food and nice place,"{'lat': -8.507798300000001, 'lng': 115.2650899}",4.3,"Jl. Sri Wedari No.2, Ubud, Gianyar, Kabupaten Gianyar, Bali 80571, Indonesia","Ubud, Gianyar"
Ogix Warung,Nusa Penida,https://www.tripadvisor.com/Restaurant_Review-g2538506-d12793984-Reviews-Ogix_Warung-Nusa_Penida_Bali.html#REVIEWS,226,Average,"Seafood, Asian",Cheap Eats,Cheap,35.0 mi,Beautiful view & Yummy food,"Best food, Wonderfull view","{'lat': -8.7157559, 'lng': 115.5937523}",4.6,"Suana, Nusa Penida, Klungkung Regency, Bali 80771, Indonesia","Nusa Penida, Klungkung"
Warung Baby Monkeys,Sanur,https://www.tripadvisor.com/Restaurant_Review-g297700-d8368951-Reviews-Warung_Baby_Monkeys-Sanur_Denpasar_Bali.html#REVIEWS,1316,High,"Asian, Indonesian",Cheap Eats,Cheap,21.4 mi,Great little Warung,Great food and price,"{'lat': -8.7073665, 'lng': 115.2562766}",4.7,"Jalan Sudamala No. 6 Denpasar Selatan, Sanur, Denpasar, Kota Denpasar, Bali, Indonesia","Denpasar Selatan, Denpasar"
"Tebasari Resto, Bar & Lounge",Tegalalang,https://www.tripadvisor.com/Restaurant_Review-g608497-d15238198-Reviews-Tebasari_Resto_Bar_Lounge-Tegalalang_Gianyar_Regency_Bali.html#REVIEWS,608,Average,"Asian, Indonesian",Cheap Eats,Cheap,6.7 mi,Dinner,Amazing duck dishes,"{'lat': -8.4416165, 'lng': 115.2802618}",4.7,"Jl. Raya Tegallalang, Tegallalang, Kec. Tegallalang, Kabupaten Gianyar, Bali 80561, Indonesia","Tegallalang, Gianyar"
Pizzeria Italia Ungasan,Ungasan,https://www.tripadvisor.com/Restaurant_Review-g1219108-d11872685-Reviews-Pizzeria_Italia_Ungasan-Ungasan_Bukit_Peninsula_Bali.html#REVIEWS,286,Average,"Italian, Pizza",Cheap Eats,Cheap,28.4 mi,"Pizza is not the best, but not the worst",Lunch,"{'lat': -8.8147222, 'lng': 115.1563889}",4.5,"Uluwatu St No.200, Ungasan, South Kuta, Badung Regency, Bali 80361, Indonesia","Kuta Selatan, Badung"
